BAL_visit_0.3,BE_visit_0.3,BAL_eos_0.1,BE_eos_0.1,BAL_neut_0.1,BAL_feno_0.1,BE_feno_0.1
MRPL21,,,,,,
PIEZO1,,,,,,
VASP,,,,,,
EFHC2,,,,,,
SECISBP2,,,,,,
GDA,,,,,,
CCDC24,,,,,,
NBPF9,,,,,,
ANKRD29,,,,,,
FCGR1B,,,,,,
TEX2,,,,,,
BPIFB1,,,,,,
ENPP1,,,,,,
ANKUB1,,,,,,
C3orf62,,,,,,
PDE8A,,,,,,
TMEM125,,,,,,
ZNF717,,,,,,
CHRNA1,,,,,,
ANXA7,,,,,,
KMT2A,,,,,,
ADAMTS7,,,,,,
INPP4B,,,,,,
PARD3,,,,,,
POR,,,,,,
RNF11,,,,,,
TNNI1,,,,,,
CCDC113,,,,,,
PEX7,,,,,,
PRRG1,,,,,,
JPH4,,,,,,
MAP6,,,,,,
JMJD6,,,,,,
COQ2,,,,,,
DCAF13,,,,,,
TSEN15,,,,,,
MAGOHB,,,,,,
TMEM59,,,,,,
SECTM1,,,,,,
RNASEH2A,,,,,,
HPCAL4,,,,,,
APOL6,,,,,,
WFDC2,,,,,,
MAP1B,,,,,,
EED,,,,,,
SNX21,,,,,,
LIN52,,,,,,
MCTP2,,,,,,
GTSE1,,,,,,
GULP1,,,,,,
REM1,,,,,,
PILRA,,,,,,
ATP6V1C1,,,,,,
NUDT1,,,,,,
BCL2L11,,,,,,
PDSS1,,,,,,
PDCD4,,,,,,
PNPLA3,,,,,,
FBXL13,,,,,,
VAV3,,,,,,
ADAMTS2,,,,,,
LZTFL1,,,,,,
NUAK2,,,,,,
SLK,,,,,,
SHOX2,,,,,,
MS4A1,,,,,,
COX10,,,,,,
FANCG,,,,,,
GLIPR1,,,,,,
CSNK1G2,,,,,,
FYB,,,,,,
GBP2,,,,,,
NEDD4L,,,,,,
RHBDD2,,,,,,
ADH1C,,,,,,
FSIP1,,,,,,
LAMA1,,,,,,
MZT2B,,,,,,
RAB27B,,,,,,
HES6,,,,,,
TBC1D14,,,,,,
FGFBP1,,,,,,
NBPF1,,,,,,
FGFR2,,,,,,
SORBS3,,,,,,
CD48,,,,,,
PARP4,,,,,,
MAFB,,,,,,
ZFP69,,,,,,
C4orf36,,,,,,
IGFBP5,,,,,,
GCSH,,,,,,
EHF,,,,,,
SMARCD2,,,,,,
CDK2AP1,,,,,,
HSP90B1,,,,,,
MYO1B,,,,,,
MEST,,,,,,
CD99L2,,,,,,
ZNF655,,,,,,
ZCCHC10,,,,,,
C22orf29,,,,,,
SSUH2,,,,,,
USO1,,,,,,
PRKCQ,,,,,,
PSD4,,,,,,
ACBD4,,,,,,
RFC3,,,,,,
MKNK1,,,,,,
KIAA0355,,,,,,
SP2,,,,,,
MOB3A,,,,,,
ANXA1,,,,,,
POFUT2,,,,,,
VBP1,,,,,,
RGCC,,,,,,
PBK,,,,,,
YARS2,,,,,,
CD27,,,,,,
SIK2,,,,,,
ZNF23,,,,,,
CHMP7,,,,,,
DNAJB5,,,,,,
AFAP1,,,,,,
PRRG3,,,,,,
FADS2,,,,,,
HIST1H1A,,,,,,
LRRC73,,,,,,
ZMYND10,,,,,,
MRLN,,,,,,
KLF4,,,,,,
CNTLN,,,,,,
RPS6KA1,,,,,,
RAB34,,,,,,
KDM1A,,,,,,
DDX39B,,,,,,
AP2S1,,,,,,
CD69,,,,,,
HAUS1,,,,,,
FOXN2,,,,,,
MOSPD2,,,,,,
LILRB4,,,,,,
ZNF184,,,,,,
PEX5,,,,,,
MZF1,,,,,,
TSPYL1,,,,,,
PRR22,,,,,,
TCTEX1D4,,,,,,
AXIN1,,,,,,
LAMA2,,,,,,
BCCIP,,,,,,
TOR2A,,,,,,
IFI6,,,,,,
ZBTB46,,,,,,
DUSP2,,,,,,
NCOR2,,,,,,
STRADB,,,,,,
TMEM106C,,,,,,
BRIP1,,,,,,
SLC30A4,,,,,,
RNASEL,,,,,,
RPL39L,,,,,,
INPP5D,,,,,,
ABCF1,,,,,,
ING2,,,,,,
TGFB1,,,,,,
PRCP,,,,,,
GAS2,,,,,,
SLC30A1,,,,,,
CHTF18,,,,,,
SNX14,,,,,,
ARHGAP11A,,,,,,
SGPL1,,,,,,
CCDC14,,,,,,
MAP4,,,,,,
ELOVL5,,,,,,
IMPACT,,,,,,
PCMTD1,,,,,,
HIST1H2BC,,,,,,
GNA11,,,,,,
RCOR3,,,,,,
KAT7,,,,,,
SEC31B,,,,,,
PEX1,,,,,,
TSTA3,,,,,,
CLIC4,,,,,,
CD9,,,,,,
GNG11,,,,,,
PPCS,,,,,,
ATP1B3,,,,,,
ZNF675,,,,,,
CD5,,,,,,
PIM3,,,,,,
DCST2,,,,,,
NECAB2,,,,,,
ZNF783,,,,,,
SEPT3,,,,,,
ADAMTS3,,,,,,
CTBP2,,,,,,
CYYR1,,,,,,
TRIM27,,,,,,
RPA2,,,,,,
FDX1L,,,,,,
TRAF3,,,,,,
BRD2,,,,,,
CCDC42,,,,,,
SIGLEC1,,,,,,
SFXN2,,,,,,
ANKRD55,,,,,,
TRPV4,,,,,,
RTKN2,,,,,,
IL10,,,,,,
PLAGL1,,,,,,
CD55,,,,,,
MIF4GD,,,,,,
AP2B1,,,,,,
PAQR5,,,,,,
HCFC1,,,,,,
ZNF425,,,,,,
COPE,,,,,,
TNFSF15,,,,,,
SYNGR1,,,,,,
DDIT4,,,,,,
CD2,,,,,,
VRK3,,,,,,
CCDC88C,,,,,,
SOD1,,,,,,
PLCL1,,,,,,
NSUN5,,,,,,
SEC22B,,,,,,
AGPAT9,,,,,,
RASA1,,,,,,
ADRBK1,,,,,,
INPP1,,,,,,
APOE,,,,,,
FADS3,,,,,,
GPC4,,,,,,
MDM2,,,,,,
MOSPD1,,,,,,
ARL1,,,,,,
ZNF41,,,,,,
C11orf1,,,,,,
MYL6B,,,,,,
TBC1D30,,,,,,
ABHD14B,,,,,,
TMEM107,,,,,,
USP53,,,,,,
WDR73,,,,,,
ZNF672,,,,,,
PRR13,,,,,,
COX16,,,,,,
SCNN1D,,,,,,
CFAP47,,,,,,
NIPSNAP3B,,,,,,
DCTN6,,,,,,
HIST1H2BD,,,,,,
ZP1,,,,,,
GLB1,,,,,,
ATP6V0A2,,,,,,
FAM49B,,,,,,
KIF27,,,,,,
PGAM1,,,,,,
DPEP3,,,,,,
ZNF395,,,,,,
CD3E,,,,,,
BANP,,,,,,
LYPD6B,,,,,,
BCL2L12,,,,,,
SMC6,,,,,,
RXFP2,,,,,,
HOXA5,,,,,,
EMILIN1,,,,,,
ERGIC3,,,,,,
ZNF57,,,,,,
GPR146,,,,,,
DPP9,,,,,,
VWA5A,,,,,,
NADK,,,,,,
BEST4,,,,,,
EXD2,,,,,,
NDUFA5,,,,,,
EP400NL,,,,,,
ORMDL1,,,,,,
ST3GAL3,,,,,,
BTG4,,,,,,
EIF3E,,,,,,
COL21A1,,,,,,
KAT6A,,,,,,
LYST,,,,,,
WDR18,,,,,,
CASC5,,,,,,
XPO6,,,,,,
FILIP1L,,,,,,
EFR3B,,,,,,
AP2A2,,,,,,
ARHGEF28,,,,,,
JAK1,,,,,,
FABP3,,,,,,
ASRGL1,,,,,,
BPI,,,,,,
TRIP4,,,,,,
CCNL2,,,,,,
OBFC1,,,,,,
CCNL1,,,,,,
ULK1,,,,,,
RCN2,,,,,,
FOXQ1,,,,,,
GPX2,,,,,,
GRINA,,,,,,
CERS2,,,,,,
TSPAN5,,,,,,
USP25,,,,,,
TPRG1,,,,,,
CEP290,,,,,,
NOTCH1,,,,,,
TCN1,,,,,,
ICE2,,,,,,
CATSPERD,,,,,,
MAP1S,,,,,,
AIDA,,,,,,
ZNF2,,,,,,
FAM228A,,,,,,
KIF23,,,,,,
POLE2,,,,,,
FEM1A,,,,,,
PEA15,,,,,,
SLX4,,,,,,
ATP10D,,,,,,
SMC1A,,,,,,
SF3A3,,,,,,
FFAR4,,,,,,
TUBG1,,,,,,
SYCP2L,,,,,,
ST7,,,,,,
IP6K3,,,,,,
NLE1,,,,,,
OPTN,,,,,,
MAML1,,,,,,
CHMP4C,,,,,,
ILF3,,,,,,
STX4,,,,,,
NPIPA5,,,,,,
SEC13,,,,,,
RDH11,,,,,,
PGM3,,,,,,
FANK1,,,,,,
GINS1,,,,,,
RAB39B,,,,,,
IRG1,,,,,,
SPATS2,,,,,,
MTA2,,,,,,
RSL1D1,,,,,,
HPS6,,,,,,
AURKA,,,,,,
AKR1C2,,,,,,
FOXN3,,,,,,
CRHBP,,,,,,
TLN2,,,,,,
FCGR2A,,,,,,
FAR2,,,,,,
ALPK1,,,,,,
ITSN1,,,,,,
ZNF682,,,,,,
ADGRV1,,,,,,
FAM81B,,,,,,
TRAF2,,,,,,
PIAS3,,,,,,
SLC5A9,,,,,,
MTA3,,,,,,
MECP2,,,,,,
VEGFA,,,,,,
FXYD2,,,,,,
BST2,,,,,,
MZT2A,,,,,,
CHPT1,,,,,,
TEX9,,,,,,
GLT8D1,,,,,,
TMEM106A,,,,,,
GBA,,,,,,
PBX3,,,,,,
PTPRT,,,,,,
REEP4,,,,,,
GSTP1,,,,,,
NRROS,,,,,,
GOLGA8B,,,,,,
SORBS2,,,,,,
TMEM254,,,,,,
FAM118A,,,,,,
PEBP1,,,,,,
BTN2A1,,,,,,
BOD1L1,,,,,,
TNFRSF1B,,,,,,
DECR1,,,,,,
APOL1,,,,,,
ARMC4,,,,,,
STK38L,,,,,,
MTFR1,,,,,,
MRPL3,,,,,,
HMBOX1,,,,,,
ANGPTL4,,,,,,
AOC2,,,,,,
MTHFD2,,,,,,
IL2RB,,,,,,
MED16,,,,,,
ABCC1,,,,,,
WDR31,,,,,,
OXCT1,,,,,,
GCLC,,,,,,
GPD2,,,,,,
CDK3,,,,,,
SGK3,,,,,,
INPP5B,,,,,,
PSMC3IP,,,,,,
DXO,,,,,,
FCMR,,,,,,
CKM,,,,,,
SCN10A,,,,,,
ZFAND1,,,,,,
BAHCC1,,,,,,
FBXW5,,,,,,
C10orf107,,,,,,
DEPDC1,,,,,,
BCR,,,,,,
CPNE2,,,,,,
TONSL,,,,,,
NEK1,,,,,,
MAATS1,,,,,,
EXD1,,,,,,
TSSK3,,,,,,
NRD1,,,,,,
NSMAF,,,,,,
TFDP3,,,,,,
TRIM24,,,,,,
PRCD,,,,,,
CAMK1G,,,,,,
DNAJC16,,,,,,
CCDC64B,,,,,,
CAP1,,,,,,
TMEM128,,,,,,
SLC16A13,,,,,,
PAM,,,,,,
KLHL42,,,,,,
STEAP2,,,,,,
MAP3K7CL,,,,,,
CRB1,,,,,,
EPHB6,,,,,,
FOXA1,,,,,,
ZCCHC24,,,,,,
EME1,,,,,,
FAM83G,,,,,,
ZNF324,,,,,,
CTLA4,,,,,,
DPYS,,,,,,
WNT7B,,,,,,
RMDN3,,,,,,
C3,,,,,,
SARDH,,,,,,
SPAG5,,,,,,
CASP5,,,,,,
ABL2,,,,,,
DNAJA3,,,,,,
PVRL2,,,,,,
KRT13,,,,,,
STAT4,,,,,,
UNC5C,,,,,,
RRAGA,,,,,,
SRPK1,,,,,,
BTBD1,,,,,,
AGBL5,,,,,,
LPP,,,,,,
IL22RA2,,,,,,
DDIT4L,,,,,,
BCL2L2,,,,,,
SPAG16,,,,,,
ZC3H6,,,,,,
HIST1H2AE,,,,,,
ANKFN1,,,,,,
OCIAD1,,,,,,
CFAP69,,,,,,
AP3B2,,,,,,
ALPK2,,,,,,
PKP2,,,,,,
SCN9A,,,,,,
MEIG1,,,,,,
MT-CO3,,,,,,
NDFIP2,,,,,,
RPS27L,,,,,,
SLC27A4,,,,,,
TIMM10B,,,,,,
SHKBP1,,,,,,
PRUNE,,,,,,
FNDC3A,,,,,,
DRD5,,,,,,
CLEC5A,,,,,,
PLA2R1,,,,,,
TMED7,,,,,,
KRT15,,,,,,
C15orf61,,,,,,
ZNF85,,,,,,
BTG2,,,,,,
APBB2,,,,,,
HFE,,,,,,
CCNG1,,,,,,
LMNTD2,,,,,,
PLEKHG4,,,,,,
PMM1,,,,,,
BOP1,,,,,,
FAM160B2,,,,,,
ZC3H18,,,,,,
EVA1B,,,,,,
DUSP7,,,,,,
ADAM12,,,,,,
ATP6V0A4,,,,,,
CRLF3,,,,,,
MOBP,,,,,,
PRSS21,,,,,,
NUP50,,,,,,
LRRIQ3,,,,,,
FAM171A2,,,,,,
SPG20,,,,,,
XPA,,,,,,
PI4K2B,,,,,,
BTG3,,,,,,
RRP12,,,,,,
RAB26,,,,,,
NENF,,,,,,
SIRT6,,,,,,
NT5C3B,,,,,,
MAK,,,,,,
VTN,,,,,,
MRPS30,,,,,,
MRPS34,,,,,,
ZNF514,,,,,,
HESX1,,,,,,
FBXO22,,,,,,
MOB3C,,,,,,
C6orf223,,,,,,
ZNF577,,,,,,
NCS1,,,,,,
ALDH4A1,,,,,,
CRELD1,,,,,,
C7orf57,,,,,,
ARHGEF10L,,,,,,
STOML3,,,,,,
ZNF461,,,,,,
CEACAM4,,,,,,
TMEM91,,,,,,
CTSK,,,,,,
ZNF799,,,,,,
NDUFA7,,,,,,
GHDC,,,,,,
MCEMP1,,,,,,
IRF6,,,,,,
LARP6,,,,,,
ATP5L2,,,,,,
PUS10,,,,,,
HPRT1,,,,,,
IL18RAP,,,,,,
RGS17,,,,,,
FAM83D,,,,,,
ARHGEF37,,,,,,
WASL,,,,,,
PVRL3,,,,,,
ZDHHC11B,,,,,,
NR4A3,,,,,,
EIF4G3,,,,,,
ATAD2B,,,,,,
HEY1,,,,,,
SACS,,,,,,
SOBP,,,,,,
S100A12,,,,,,
C14orf37,,,,,,
MACF1,,,,,,
D2HGDH,,,,,,
GANC,,,,,,
MCM5,,,,,,
C5orf34,,,,,,
CABIN1,,,,,,
MRPS17,,,,,,
GPAA1,,,,,,
MYO7B,,,,,,
FLVCR2,,,,,,
XRCC2,,,,,,
ACER2,,,,,,
TMEM212,,,,,,
PRKCA,,,,,,
CDK5RAP3,,,,,,
NAGA,,,,,,
MAGEF1,,,,,,
SMAD2,,,,,,
GLTSCR2,,,,,,
MRAS,,,,,,
SH3BP5,,,,,,
TRMT5,,,,,,
FXR1,,,,,,
LYRM1,,,,,,
DLAT,,,,,,
HAAO,,,,,,
MS4A4A,,,,,,
ZYG11B,,,,,,
ACTR1B,,,,,,
ERBB4,,,,,,
NOS1AP,,,,,,
FRMPD1,,,,,,
CST3,,,,,,
POLR2J3,,,,,,
TTLL10,,,,,,
LIG1,,,,,,
TMEM176A,,,,,,
ZNF792,,,,,,
LPIN3,,,,,,
TUBA4B,,,,,,
CFAP46,,,,,,
KIF2A,,,,,,
KIF18B,,,,,,
COX11,,,,,,
REEP5,,,,,,
SPATC1L,,,,,,
FCGRT,,,,,,
NLRX1,,,,,,
CTF1,,,,,,
CHST14,,,,,,
SCLT1,,,,,,
PCCB,,,,,,
CCNB1,,,,,,
ATP13A3,,,,,,
SERINC3,,,,,,
TIMM22,,,,,,
IL15,,,,,,
HMGB3,,,,,,
ASB8,,,,,,
SEMG1,,,,,,
C16orf86,,,,,,
ITPKC,,,,,,
SHANK2,,,,,,
EPHB2,,,,,,
CCNA2,,,,,,
FAM89B,,,,,,
DUSP4,,,,,,
SGTB,,,,,,
ANAPC15,,,,,,
MED22,,,,,,
PLXNA1,,,,,,
MAD2L2,,,,,,
ZNF37A,,,,,,
IL22RA1,,,,,,
MTRF1L,,,,,,
GADD45B,,,,,,
CREG2,,,,,,
C19orf18,,,,,,
DAZAP1,,,,,,
STYK1,,,,,,
PZP,,,,,,
IFT74,,,,,,
ZNF334,,,,,,
TUSC1,,,,,,
RAP1GAP2,,,,,,
DYNLT1,,,,,,
RTCA,,,,,,
APC2,,,,,,
RARB,,,,,,
C15orf27,,,,,,
GATS,,,,,,
RPA1,,,,,,
GOLGB1,,,,,,
CASC1,,,,,,
PATL2,,,,,,
CIT,,,,,,
BNIP3,,,,,,
OGDH,,,,,,
STARD5,,,,,,
THEM4,,,,,,
MT-ND2,,,,,,
ANK3,,,,,,
IL6,,,,,,
THAP10,,,,,,
ACTA2,,,,,,
UGT2B11,,,,,,
SERINC1,,,,,,
ATG16L2,,,,,,
TCP11L1,,,,,,
ACCS,,,,,,
HCAR3,,,,,,
PTCD2,,,,,,
NCAPG2,,,,,,
CASP9,,,,,,
FAM160A2,,,,,,
KIAA1033,,,,,,
CD109,,,,,,
ESR1,,,,,,
ATM,,,,,,
PABPC1L,,,,,,
CYTH3,,,,,,
B3GALNT1,,,,,,
LONRF3,,,,,,
HMGN3,,,,,,
TLE4,,,,,,
ZNF140,,,,,,
KHDRBS2,,,,,,
TMEM42,,,,,,
ANXA11,,,,,,
PYGB,,,,,,
CYP2R1,,,,,,
CCL19,,,,,,
MSH3,,,,,,
TRAPPC13,,,,,,
FNBP1,,,,,,
ZNF860,,,,,,
TRIM59,,,,,,
RAPGEF2,,,,,,
NDOR1,,,,,,
ZNF446,,,,,,
CFAP54,,,,,,
FCGR1A,,,,,,
SLC8B1,,,,,,
IFI27,,,,,,
ST8SIA1,,,,,,
USP27X,,,,,,
L1TD1,,,,,,
LSM6,,,,,,
TRPV2,,,,,,
PDPK1,,,,,,
PML,,,,,,
TMBIM1,,,,,,
NEB,,,,,,
RLTPR,,,,,,
FANCI,,,,,,
PLEKHA6,,,,,,
ELP2,,,,,,
DYRK1B,,,,,,
FAM53C,,,,,,
C2orf70,,,,,,
ECM2,,,,,,
SLC12A6,,,,,,
PRPF38A,,,,,,
EIF2B3,,,,,,
FUBP1,,,,,,
KLF13,,,,,,
DNAL4,,,,,,
CPEB3,,,,,,
RGL2,,,,,,
PLEC,,,,,,
HERPUD1,,,,,,
ENPP3,,,,,,
THNSL2,,,,,,
FAM212B,,,,,,
ADGRA2,,,,,,
GPR161,,,,,,
LAT,,,,,,
TRIT1,,,,,,
CCDC160,,,,,,
RIMKLB,,,,,,
EGR3,,,,,,
TOX3,,,,,,
GAMT,,,,,,
FAM207A,,,,,,
NTMT1,,,,,,
EPB41L3,,,,,,
LRRC3,,,,,,
KRT17,,,,,,
USP11,,,,,,
NPL,,,,,,
ZNF641,,,,,,
DRGX,,,,,,
GPSM1,,,,,,
XRCC5,,,,,,
IGSF9,,,,,,
DAG1,,,,,,
TACC1,,,,,,
HOXB7,,,,,,
GPLD1,,,,,,
CEP350,,,,,,
AKR1C3,,,,,,
GID8,,,,,,
ZC3H12C,,,,,,
MKRN2OS,,,,,,
ABCC6,,,,,,
GLB1L3,,,,,,
PRSS23,,,,,,
SEPP1,,,,,,
TRAPPC11,,,,,,
PLK3,,,,,,
COMT,,,,,,
PLCXD1,,,,,,
BACH2,,,,,,
C11orf70,,,,,,
HSPA4L,,,,,,
ACHE,,,,,,
SOS2,,,,,,
ZNF300,,,,,,
C1orf131,,,,,,
AGTRAP,,,,,,
DCAF4,,,,,,
VN1R1,,,,,,
HACE1,,,,,,
PIGQ,,,,,,
ARL11,,,,,,
RPS6KA4,,,,,,
TCEAL4,,,,,,
PHF23,,,,,,
TNFAIP8L1,,,,,,
JMJD1C,,,,,,
ABCC5,,,,,,
CTSO,,,,,,
TTC29,,,,,,
WDR91,,,,,,
CHMP5,,,,,,
ATP6V1D,,,,,,
ASCL2,,,,,,
PIGR,,,,,,
ZNF207,,,,,,
ATP6V1A,,,,,,
PI4KA,,,,,,
TPM3,,,,,,
RCAN3,,,,,,
SIRPG,,,,,,
ALG14,,,,,,
ITFG3,,,,,,
KIAA0513,,,,,,
IL1RN,,,,,,
TRIM52,,,,,,
SERPINE1,,,,,,
IZUMO4,,,,,,
FCGR3B,,,,,,
ZNF718,,,,,,
TOB2,,,,,,
C1orf123,,,,,,
RPGRIP1L,,,,,,
SETD7,,,,,,
REPS1,,,,,,
SLC16A14,,,,,,
SCRN1,,,,,,
CYFIP2,,,,,,
POLR1A,,,,,,
APIP,,,,,,
NR1I2,,,,,,
ANAPC4,,,,,,
SPTBN4,,,,,,
HDLBP,,,,,,
RHOT1,,,,,,
TMED2,,,,,,
DEPDC7,,,,,,
CA2,,,,,,
TUBA1C,,,,,,
OCRL,,,,,,
PANO1,,,,,,
KLHL18,,,,,,
IL7,,,,,,
AWAT2,,,,,,
SNX2,,,,,,
DGKH,,,,,,
CXCL6,,,,,,
PLSCR1,,,,,,
RBM24,,,,,,
HSD17B11,,,,,,
CMPK2,,,,,,
PPP2R2D,,,,,,
COQ10A,,,,,,
TMPRSS7,,,,,,
CXCL13,,,,,,
GPD1,,,,,,
DPYSL2,,,,,,
DHX57,,,,,,
TGIF2,,,,,,
COQ5,,,,,,
DDX20,,,,,,
C7orf49,,,,,,
DCAF10,,,,,,
MLLT11,,,,,,
SLC52A1,,,,,,
ITGB1BP1,,,,,,
LSR,,,,,,
PLXNA4,,,,,,
OSER1,,,,,,
TEAD1,,,,,,
STK39,,,,,,
ZDHHC12,,,,,,
ITGB1BP2,,,,,,
FAM83F,,,,,,
VGLL3,,,,,,
WDR1,,,,,,
SYNE3,,,,,,
FAM135A,,,,,,
SUFU,,,,,,
RALBP1,,,,,,
IL17D,,,,,,
ZNF25,,,,,,
VPS41,,,,,,
IL20RA,,,,,,
ZNF507,,,,,,
ARL6IP4,,,,,,
CDC123,,,,,,
RABEPK,,,,,,
TTC24,,,,,,
HTT,,,,,,
HIST1H4I,,,,,,
TSKS,,,,,,
TP53BP2,,,,,,
CBX4,,,,,,
ZMYM2,,,,,,
TLR5,,,,,,
RPP25,,,,,,
ETV6,,,,,,
ZSCAN5A,,,,,,
PROSER3,,,,,,
ENKD1,,,,,,
STARD8,,,,,,
SETD9,,,,,,
FAM219B,,,,,,
CHN2,,,,,,
TMEM150B,,,,,,
PAIP2,,,,,,
GPR176,,,,,,
WAS,,,,,,
CCBL2,,,,,,
PGS1,,,,,,
RAB31,,,,,,
BTK,,,,,,
CP,,,,,,
BRCA2,,,,,,
PCCA,,,,,,
MTRNR2L8,,,,,,
GPA33,,,,,,
ARRB1,,,,,,
DOCK7,,,,,,
SPN,,,,,,
CACNG6,,,,,,
TSNAX,,,,,,
MSI2,,,,,,
ARSB,,,,,,
CXCR6,,,,,,
HAUS3,,,,,,
COL6A6,,,,,,
SPDL1,,,,,,
C7orf60,,,,,,
ODF2L,,,,,,
KCNK5,,,,,,
BOK,,,,,,
TTC6,,,,,,
HCLS1,,,,,,
WIF1,,,,,,
NDP,,,,,,
MIER2,,,,,,
GOLGA8A,,,,,,
SLC35B1,,,,,,
CCDC85C,,,,,,
PRPH2,,,,,,
ZNF780A,,,,,,
SMCO4,,,,,,
WSCD2,,,,,,
FAM92A1,,,,,,
PITPNM3,,,,,,
NFKB1,,,,,,
EIF4EBP2,,,,,,
GLT8D2,,,,,,
CTIF,,,,,,
WRAP73,,,,,,
PXK,,,,,,
FBXO10,,,,,,
PAFAH1B3,,,,,,
DNMT3A,,,,,,
PRPSAP1,,,,,,
CRACR2B,,,,,,
TRIM8,,,,,,
VDAC3,,,,,,
ADAMTS6,,,,,,
FBXW9,,,,,,
EPB41L2,,,,,,
FAM35A,,,,,,
FBRS,,,,,,
SEL1L,,,,,,
TMEM30A,,,,,,
SEC14L3,,,,,,
TFEC,,,,,,
ARFRP1,,,,,,
GOLGA6L9,,,,,,
MBD2,,,,,,
FPR2,,,,,,
TUBGCP3,,,,,,
PCDH18,,,,,,
APAF1,,,,,,
CERKL,,,,,,
JUN,,,,,,
HRASLS5,,,,,,
BCL7A,,,,,,
TFRC,,,,,,
RBM47,,,,,,
CYB5R3,,,,,,
CSF3R,,,,,,
SIPA1L1,,,,,,
ZNF100,,,,,,
SSH1,,,,,,
MADCAM1,,,,,,
ZNF607,,,,,,
KLHL17,,,,,,
SERTAD4,,,,,,
MAN2A2,,,,,,
WIPF3,,,,,,
FBXO34,,,,,,
TSPAN6,,,,,,
SNX22,,,,,,
GCC2,,,,,,
SYCE2,,,,,,
MED9,,,,,,
SUB1,,,,,,
PM20D1,,,,,,
TBC1D8,,,,,,
PIH1D3,,,,,,
FTH1,,,,,,
SGTA,,,,,,
WDR62,,,,,,
RPGRIP1,,,,,,
VTI1A,,,,,,
DLGAP3,,,,,,
PIGL,,,,,,
NSMF,,,,,,
IGFBP3,,,,,,
KPNB1,,,,,,
RGAG4,,,,,,
PUM1,,,,,,
ITPR2,,,,,,
TACO1,,,,,,
ZNF474,,,,,,
RPS27,,,,,,
TMEM51,,,,,,
YAE1D1,,,,,,
AREL1,,,,,,
TNS1,,,,,,
SLC2A12,,,,,,
STRA13,,,,,,
GIPC2,,,,,,
RASGRP1,,,,,,
LPIN2,,,,,,
ICAM2,,,,,,
AKR7A3,,,,,,
MAP3K7,,,,,,
FLNB,,,,,,
LMTK2,,,,,,
SIX4,,,,,,
RASSF9,,,,,,
TPBGL,,,,,,
PPAP2A,,,,,,
LCA5,,,,,,
RAPGEF6,,,,,,
IGSF10,,,,,,
SLFN12L,,,,,,
FBXO33,,,,,,
TUBB6,,,,,,
ZNF528,,,,,,
C9orf43,,,,,,
RHCG,,,,,,
MRFAP1L1,,,,,,
CCDC81,,,,,,
PLEKHG6,,,,,,
EXTL2,,,,,,
UCN,,,,,,
GUSB,,,,,,
ACSM3,,,,,,
RNF167,,,,,,
SNAI1,,,,,,
KLHL34,,,,,,
PVR,,,,,,
POC1A,,,,,,
ZNF112,,,,,,
HUS1,,,,,,
PLOD3,,,,,,
PPP4C,,,,,,
NEURL1,,,,,,
OSBPL7,,,,,,
PLEKHA4,,,,,,
PRAME,,,,,,
NUP205,,,,,,
ESF1,,,,,,
GTF2B,,,,,,
PPP3CA,,,,,,
SRSF4,,,,,,
SLC20A1,,,,,,
MYO18A,,,,,,
DDR1,,,,,,
ZNF853,,,,,,
REXO2,,,,,,
FAM131A,,,,,,
EXOC6B,,,,,,
SH3GL1,,,,,,
NATD1,,,,,,
MAP3K5,,,,,,
RNMTL1,,,,,,
PLA2G4C,,,,,,
CCDC171,,,,,,
ERCC4,,,,,,
CXCR3,,,,,,
MRTO4,,,,,,
UNC119,,,,,,
TGFBR1,,,,,,
CALD1,,,,,,
ARL6IP1,,,,,,
MYO5C,,,,,,
FAAH2,,,,,,
PTPN21,,,,,,
KIAA1462,,,,,,
UPF1,,,,,,
CRYBB1,,,,,,
NOTCH4,,,,,,
DBF4B,,,,,,
ADRBK2,,,,,,
CLDN8,,,,,,
CADPS2,,,,,,
TSEN2,,,,,,
CMC2,,,,,,
FAM136A,,,,,,
CDH20,,,,,,
MFI2,,,,,,
ZNF32,,,,,,
EIF2D,,,,,,
RAC1,,,,,,
AIM1L,,,,,,
LACE1,,,,,,
HS3ST6,,,,,,
CDK5,,,,,,
TP63,,,,,,
SF3B3,,,,,,
FOXA3,,,,,,
GALE,,,,,,
GCHFR,,,,,,
NSMCE2,,,,,,
RUSC1,,,,,,
FGFR1OP,,,,,,
SUGT1,,,,,,
FOSL1,,,,,,
SEPT2,,,,,,
CHI3L2,,,,,,
C1orf87,,,,,,
TIFA,,,,,,
TXNRD1,,,,,,
SPG11,,,,,,
WWC1,,,,,,
TSSC4,,,,,,
C10orf67,,,,,,
ACP5,,,,,,
VAMP1,,,,,,
ZNF830,,,,,,
TRAPPC10,,,,,,
RHPN2,,,,,,
PSMD6,,,,,,
DPAGT1,,,,,,
MICU1,,,,,,
CDC14B,,,,,,
PLEKHJ1,,,,,,
TUBE1,,,,,,
TMEM106B,,,,,,
DDX42,,,,,,
SCN8A,,,,,,
C20orf96,,,,,,
TMEM150A,,,,,,
P4HA3,,,,,,
NEK9,,,,,,
PPAPDC1B,,,,,,
CCDC144A,,,,,,
ABCB10,,,,,,
PRDM11,,,,,,
BRD4,,,,,,
ZNF346,,,,,,
BSCL2,,,,,,
WNT10A,,,,,,
FAM175A,,,,,,
TAS1R3,,,,,,
DSN1,,,,,,
